state,county_name,year,state_po,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
GEORGIA,RABUN,2016,GA,13241,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6287,7992,20260225,TOTAL
GEORGIA,RABUN,2016,GA,13241,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1444,7992,20260225,TOTAL
GEORGIA,RABUN,2016,GA,13241,US PRESIDENT,OTHER,OTHER,261,7992,20260225,TOTAL
GEORGIA,RANDOLPH,2016,GA,13243,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1271,2899,20260225,TOTAL
GEORGIA,RANDOLPH,2016,GA,13243,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1598,2899,20260225,TOTAL
GEORGIA,RANDOLPH,2016,GA,13243,US PRESIDENT,OTHER,OTHER,30,2899,20260225,TOTAL
GEORGIA,RICHMOND,2016,GA,13245,US PRESIDENT,DONALD TRUMP,REPUBLICAN,24461,75515,20260225,TOTAL
GEORGIA,RICHMOND,2016,GA,13245,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,48814,75515,20260225,TOTAL
GEORGIA,RICHMOND,2016,GA,13245,US PRESIDENT,OTHER,OTHER,2240,75515,20260225,TOTAL
GEORGIA,ROCKDALE,2016,GA,13247,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13478,37869,20260225,TOTAL
GEORGIA,ROCKDALE,2016,GA,13247,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,23255,37869,20260225,TOTAL
GEORGIA,ROCKDALE,2016,GA,13247,US PRESIDENT,OTHER,OTHER,1136,37869,20260225,TOTAL
GEORGIA,SCHLEY,2016,GA,13249,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1472,1909,20260225,TOTAL
GEORGIA,SCHLEY,2016,GA,13249,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,401,1909,20260225,TOTAL
GEORGIA,SCHLEY,2016,GA,13249,US PRESIDENT,OTHER,OTHER,36,1909,20260225,TOTAL
GEORGIA,SCREVEN,2016,GA,13251,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3305,5715,20260225,TOTAL
GEORGIA,SCREVEN,2016,GA,13251,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2300,5715,20260225,TOTAL
GEORGIA,SCREVEN,2016,GA,13251,US PRESIDENT,OTHER,OTHER,110,5715,20260225,TOTAL
GEORGIA,SEMINOLE,2016,GA,13253,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2345,3588,20260225,TOTAL
GEORGIA,SEMINOLE,2016,GA,13253,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1189,3588,20260225,TOTAL
GEORGIA,SEMINOLE,2016,GA,13253,US PRESIDENT,OTHER,OTHER,54,3588,20260225,TOTAL
GEORGIA,SPALDING,2016,GA,13255,US PRESIDENT,DONALD TRUMP,REPUBLICAN,15646,25704,20260225,TOTAL
GEORGIA,SPALDING,2016,GA,13255,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9357,25704,20260225,TOTAL
GEORGIA,SPALDING,2016,GA,13255,US PRESIDENT,OTHER,OTHER,701,25704,20260225,TOTAL
GEORGIA,STEPHENS,2016,GA,13257,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7686,9815,20260225,TOTAL
GEORGIA,STEPHENS,2016,GA,13257,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1837,9815,20260225,TOTAL
GEORGIA,STEPHENS,2016,GA,13257,US PRESIDENT,OTHER,OTHER,292,9815,20260225,TOTAL
GEORGIA,STEWART,2016,GA,13259,US PRESIDENT,DONALD TRUMP,REPUBLICAN,805,2058,20260225,TOTAL
GEORGIA,STEWART,2016,GA,13259,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1222,2058,20260225,TOTAL
GEORGIA,STEWART,2016,GA,13259,US PRESIDENT,OTHER,OTHER,31,2058,20260225,TOTAL
GEORGIA,SUMTER,2016,GA,13261,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5276,10974,20260225,TOTAL
GEORGIA,SUMTER,2016,GA,13261,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5520,10974,20260225,TOTAL
GEORGIA,SUMTER,2016,GA,13261,US PRESIDENT,OTHER,OTHER,178,10974,20260225,TOTAL
GEORGIA,TALBOT,2016,GA,13263,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1196,3246,20260225,TOTAL
GEORGIA,TALBOT,2016,GA,13263,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2002,3246,20260225,TOTAL
GEORGIA,TALBOT,2016,GA,13263,US PRESIDENT,OTHER,OTHER,48,3246,20260225,TOTAL
GEORGIA,TALIAFERRO,2016,GA,13265,US PRESIDENT,DONALD TRUMP,REPUBLICAN,349,897,20260225,TOTAL
GEORGIA,TALIAFERRO,2016,GA,13265,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,545,897,20260225,TOTAL
GEORGIA,TALIAFERRO,2016,GA,13265,US PRESIDENT,OTHER,OTHER,3,897,20260225,TOTAL
GEORGIA,TATTNALL,2016,GA,13267,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5096,6903,20260225,TOTAL
GEORGIA,TATTNALL,2016,GA,13267,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1681,6903,20260225,TOTAL
GEORGIA,TATTNALL,2016,GA,13267,US PRESIDENT,OTHER,OTHER,126,6903,20260225,TOTAL
GEORGIA,TAYLOR,2016,GA,13269,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2064,3408,20260225,TOTAL
GEORGIA,TAYLOR,2016,GA,13269,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1296,3408,20260225,TOTAL
GEORGIA,TAYLOR,2016,GA,13269,US PRESIDENT,OTHER,OTHER,48,3408,20260225,TOTAL
GEORGIA,TELFAIR,2016,GA,13271,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2450,3796,20260225,TOTAL
GEORGIA,TELFAIR,2016,GA,13271,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1313,3796,20260225,TOTAL
GEORGIA,TELFAIR,2016,GA,13271,US PRESIDENT,OTHER,OTHER,33,3796,20260225,TOTAL
GEORGIA,TERRELL,2016,GA,13273,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1874,4189,20260225,TOTAL
GEORGIA,TERRELL,2016,GA,13273,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2267,4189,20260225,TOTAL
GEORGIA,TERRELL,2016,GA,13273,US PRESIDENT,OTHER,OTHER,48,4189,20260225,TOTAL
GEORGIA,THOMAS,2016,GA,13275,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11228,18802,20260225,TOTAL
GEORGIA,THOMAS,2016,GA,13275,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7142,18802,20260225,TOTAL
GEORGIA,THOMAS,2016,GA,13275,US PRESIDENT,OTHER,OTHER,432,18802,20260225,TOTAL
GEORGIA,TIFT,2016,GA,13277,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9584,14219,20260225,TOTAL
GEORGIA,TIFT,2016,GA,13277,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4347,14219,20260225,TOTAL
GEORGIA,TIFT,2016,GA,13277,US PRESIDENT,OTHER,OTHER,288,14219,20260225,TOTAL
GEORGIA,TOOMBS,2016,GA,13279,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6615,9138,20260225,TOTAL
GEORGIA,TOOMBS,2016,GA,13279,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2338,9138,20260225,TOTAL
GEORGIA,TOOMBS,2016,GA,13279,US PRESIDENT,OTHER,OTHER,185,9138,20260225,TOTAL
GEORGIA,TOWNS,2016,GA,13281,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5383,6764,20260225,TOTAL
GEORGIA,TOWNS,2016,GA,13281,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1210,6764,20260225,TOTAL
GEORGIA,TOWNS,2016,GA,13281,US PRESIDENT,OTHER,OTHER,171,6764,20260225,TOTAL
GEORGIA,TREUTLEN,2016,GA,13283,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1809,2703,20260225,TOTAL
GEORGIA,TREUTLEN,2016,GA,13283,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,862,2703,20260225,TOTAL
GEORGIA,TREUTLEN,2016,GA,13283,US PRESIDENT,OTHER,OTHER,32,2703,20260225,TOTAL
GEORGIA,TROUP,2016,GA,13285,US PRESIDENT,DONALD TRUMP,REPUBLICAN,15750,26111,20260225,TOTAL
GEORGIA,TROUP,2016,GA,13285,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9713,26111,20260225,TOTAL
GEORGIA,TROUP,2016,GA,13285,US PRESIDENT,OTHER,OTHER,648,26111,20260225,TOTAL
GEORGIA,TURNER,2016,GA,13287,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2095,3398,20260225,TOTAL
GEORGIA,TURNER,2016,GA,13287,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1246,3398,20260225,TOTAL
GEORGIA,TURNER,2016,GA,13287,US PRESIDENT,OTHER,OTHER,57,3398,20260225,TOTAL
GEORGIA,TWIGGS,2016,GA,13289,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2035,4059,20260225,TOTAL
GEORGIA,TWIGGS,2016,GA,13289,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1971,4059,20260225,TOTAL
GEORGIA,TWIGGS,2016,GA,13289,US PRESIDENT,OTHER,OTHER,53,4059,20260225,TOTAL
GEORGIA,UNION,2016,GA,13291,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9852,12063,20260225,TOTAL
GEORGIA,UNION,2016,GA,13291,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1963,12063,20260225,TOTAL
GEORGIA,UNION,2016,GA,13291,US PRESIDENT,OTHER,OTHER,248,12063,20260225,TOTAL
GEORGIA,UPSON,2016,GA,13293,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7292,10934,20260225,TOTAL
GEORGIA,UPSON,2016,GA,13293,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3475,10934,20260225,TOTAL
GEORGIA,UPSON,2016,GA,13293,US PRESIDENT,OTHER,OTHER,167,10934,20260225,TOTAL
GEORGIA,WALKER,2016,GA,13295,US PRESIDENT,DONALD TRUMP,REPUBLICAN,18950,23956,20260225,TOTAL
GEORGIA,WALKER,2016,GA,13295,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4215,23956,20260225,TOTAL
GEORGIA,WALKER,2016,GA,13295,US PRESIDENT,OTHER,OTHER,791,23956,20260225,TOTAL
GEORGIA,WALTON,2016,GA,13297,US PRESIDENT,DONALD TRUMP,REPUBLICAN,31125,40698,20260225,TOTAL
GEORGIA,WALTON,2016,GA,13297,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8292,40698,20260225,TOTAL
GEORGIA,WALTON,2016,GA,13297,US PRESIDENT,OTHER,OTHER,1281,40698,20260225,TOTAL
GEORGIA,WARE,2016,GA,13299,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8513,12184,20260225,TOTAL
GEORGIA,WARE,2016,GA,13299,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3440,12184,20260225,TOTAL
GEORGIA,WARE,2016,GA,13299,US PRESIDENT,OTHER,OTHER,231,12184,20260225,TOTAL
GEORGIA,WARREN,2016,GA,13301,US PRESIDENT,DONALD TRUMP,REPUBLICAN,991,2334,20260225,TOTAL
GEORGIA,WARREN,2016,GA,13301,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1314,2334,20260225,TOTAL
GEORGIA,WARREN,2016,GA,13301,US PRESIDENT,OTHER,OTHER,29,2334,20260225,TOTAL
GEORGIA,WASHINGTON,2016,GA,13303,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4149,8461,20260225,TOTAL
GEORGIA,WASHINGTON,2016,GA,13303,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4200,8461,20260225,TOTAL
GEORGIA,WASHINGTON,2016,GA,13303,US PRESIDENT,OTHER,OTHER,112,8461,20260225,TOTAL
GEORGIA,WAYNE,2016,GA,13305,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8153,10413,20260225,TOTAL
GEORGIA,WAYNE,2016,GA,13305,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2041,10413,20260225,TOTAL
GEORGIA,WAYNE,2016,GA,13305,US PRESIDENT,OTHER,OTHER,219,10413,20260225,TOTAL
GEORGIA,WEBSTER,2016,GA,13307,US PRESIDENT,DONALD TRUMP,REPUBLICAN,630,1116,20260225,TOTAL
GEORGIA,WEBSTER,2016,GA,13307,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,473,1116,20260225,TOTAL
GEORGIA,WEBSTER,2016,GA,13307,US PRESIDENT,OTHER,OTHER,13,1116,20260225,TOTAL
GEORGIA,WHEELER,2016,GA,13309,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1421,2102,20260225,TOTAL
GEORGIA,WHEELER,2016,GA,13309,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,646,2102,20260225,TOTAL
GEORGIA,WHEELER,2016,GA,13309,US PRESIDENT,OTHER,OTHER,35,2102,20260225,TOTAL
GEORGIA,WHITE,2016,GA,13311,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9761,11823,20260225,TOTAL
GEORGIA,WHITE,2016,GA,13311,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1674,11823,20260225,TOTAL
GEORGIA,WHITE,2016,GA,13311,US PRESIDENT,OTHER,OTHER,388,11823,20260225,TOTAL
GEORGIA,WHITFIELD,2016,GA,13313,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21537,30658,20260225,TOTAL
GEORGIA,WHITFIELD,2016,GA,13313,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7937,30658,20260225,TOTAL
GEORGIA,WHITFIELD,2016,GA,13313,US PRESIDENT,OTHER,OTHER,1184,30658,20260225,TOTAL
GEORGIA,WILCOX,2016,GA,13315,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2096,2976,20260225,TOTAL
GEORGIA,WILCOX,2016,GA,13315,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,852,2976,20260225,TOTAL
GEORGIA,WILCOX,2016,GA,13315,US PRESIDENT,OTHER,OTHER,28,2976,20260225,TOTAL
GEORGIA,WILKES,2016,GA,13317,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2572,4486,20260225,TOTAL
GEORGIA,WILKES,2016,GA,13317,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1848,4486,20260225,TOTAL
GEORGIA,WILKES,2016,GA,13317,US PRESIDENT,OTHER,OTHER,66,4486,20260225,TOTAL
GEORGIA,WILKINSON,2016,GA,13319,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2333,4287,20260225,TOTAL
GEORGIA,WILKINSON,2016,GA,13319,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1894,4287,20260225,TOTAL
GEORGIA,WILKINSON,2016,GA,13319,US PRESIDENT,OTHER,OTHER,60,4287,20260225,TOTAL
GEORGIA,WORTH,2016,GA,13321,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6152,8295,20260225,TOTAL
GEORGIA,WORTH,2016,GA,13321,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2020,8295,20260225,TOTAL
GEORGIA,WORTH,2016,GA,13321,US PRESIDENT,OTHER,OTHER,123,8295,20260225,TOTAL
HAWAII,HAWAII,2016,HI,15001,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17501,64867,20260225,TOTAL
HAWAII,HAWAII,2016,HI,15001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,41259,64867,20260225,TOTAL
HAWAII,HAWAII,2016,HI,15001,US PRESIDENT,OTHER,OTHER,6107,64867,20260225,TOTAL
HAWAII,HONOLULU,2016,HI,15003,US PRESIDENT,DONALD TRUMP,REPUBLICAN,90326,285790,20260225,TOTAL
HAWAII,HONOLULU,2016,HI,15003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,175696,285790,20260225,TOTAL
HAWAII,HONOLULU,2016,HI,15003,US PRESIDENT,OTHER,OTHER,19768,285790,20260225,TOTAL
HAWAII,KAUAI,2016,HI,15007,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7574,26335,20260225,TOTAL
HAWAII,KAUAI,2016,HI,15007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16456,26335,20260225,TOTAL
HAWAII,KAUAI,2016,HI,15007,US PRESIDENT,OTHER,OTHER,2305,26335,20260225,TOTAL
HAWAII,MAUI,2016,HI,15009,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13446,51945,20260225,TOTAL
HAWAII,MAUI,2016,HI,15009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,33480,51945,20260225,TOTAL
HAWAII,MAUI,2016,HI,15009,US PRESIDENT,OTHER,OTHER,5019,51945,20260225,TOTAL
IDAHO,ADA,2016,ID,16001,US PRESIDENT,DONALD TRUMP,REPUBLICAN,93752,195669,20260225,TOTAL
IDAHO,ADA,2016,ID,16001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,75677,195669,20260225,TOTAL
IDAHO,ADA,2016,ID,16001,US PRESIDENT,OTHER,OTHER,26240,195669,20260225,TOTAL
IDAHO,ADAMS,2016,ID,16003,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1556,2183,20260225,TOTAL
IDAHO,ADAMS,2016,ID,16003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,415,2183,20260225,TOTAL
IDAHO,ADAMS,2016,ID,16003,US PRESIDENT,OTHER,OTHER,212,2183,20260225,TOTAL
IDAHO,BANNOCK,2016,ID,16005,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17180,33416,20260225,TOTAL
IDAHO,BANNOCK,2016,ID,16005,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10342,33416,20260225,TOTAL
IDAHO,BANNOCK,2016,ID,16005,US PRESIDENT,OTHER,OTHER,5894,33416,20260225,TOTAL
IDAHO,BEAR LAKE,2016,ID,16007,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2203,2928,20260225,TOTAL
IDAHO,BEAR LAKE,2016,ID,16007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,255,2928,20260225,TOTAL
IDAHO,BEAR LAKE,2016,ID,16007,US PRESIDENT,OTHER,OTHER,470,2928,20260225,TOTAL
IDAHO,BENEWAH,2016,ID,16009,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3103,4185,20260225,TOTAL
IDAHO,BENEWAH,2016,ID,16009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,770,4185,20260225,TOTAL
IDAHO,BENEWAH,2016,ID,16009,US PRESIDENT,OTHER,OTHER,312,4185,20260225,TOTAL
IDAHO,BINGHAM,2016,ID,16011,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10907,16625,20260225,TOTAL
IDAHO,BINGHAM,2016,ID,16011,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2924,16625,20260225,TOTAL
IDAHO,BINGHAM,2016,ID,16011,US PRESIDENT,OTHER,OTHER,2794,16625,20260225,TOTAL
IDAHO,BLAINE,2016,ID,16013,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3340,10724,20260225,TOTAL
IDAHO,BLAINE,2016,ID,16013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6416,10724,20260225,TOTAL
IDAHO,BLAINE,2016,ID,16013,US PRESIDENT,OTHER,OTHER,968,10724,20260225,TOTAL
IDAHO,BOISE,2016,ID,16015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2673,3814,20260225,TOTAL
IDAHO,BOISE,2016,ID,16015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,777,3814,20260225,TOTAL
IDAHO,BOISE,2016,ID,16015,US PRESIDENT,OTHER,OTHER,364,3814,20260225,TOTAL
IDAHO,BONNER,2016,ID,16017,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13343,20943,20260225,TOTAL
IDAHO,BONNER,2016,ID,16017,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5819,20943,20260225,TOTAL
IDAHO,BONNER,2016,ID,16017,US PRESIDENT,OTHER,OTHER,1781,20943,20260225,TOTAL
IDAHO,BONNEVILLE,2016,ID,16019,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26699,44221,20260225,TOTAL
IDAHO,BONNEVILLE,2016,ID,16019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8930,44221,20260225,TOTAL
IDAHO,BONNEVILLE,2016,ID,16019,US PRESIDENT,OTHER,OTHER,8592,44221,20260225,TOTAL
IDAHO,BOUNDARY,2016,ID,16021,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3789,5163,20260225,TOTAL
IDAHO,BOUNDARY,2016,ID,16021,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,933,5163,20260225,TOTAL
IDAHO,BOUNDARY,2016,ID,16021,US PRESIDENT,OTHER,OTHER,441,5163,20260225,TOTAL
IDAHO,BUTTE,2016,ID,16023,US PRESIDENT,DONALD TRUMP,REPUBLICAN,914,1230,20260225,TOTAL
IDAHO,BUTTE,2016,ID,16023,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,160,1230,20260225,TOTAL
IDAHO,BUTTE,2016,ID,16023,US PRESIDENT,OTHER,OTHER,156,1230,20260225,TOTAL
IDAHO,CAMAS,2016,ID,16025,US PRESIDENT,DONALD TRUMP,REPUBLICAN,410,590,20260225,TOTAL
IDAHO,CAMAS,2016,ID,16025,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,110,590,20260225,TOTAL
IDAHO,CAMAS,2016,ID,16025,US PRESIDENT,OTHER,OTHER,70,590,20260225,TOTAL
IDAHO,CANYON,2016,ID,16027,US PRESIDENT,DONALD TRUMP,REPUBLICAN,47222,72785,20260225,TOTAL
IDAHO,CANYON,2016,ID,16027,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16883,72785,20260225,TOTAL
IDAHO,CANYON,2016,ID,16027,US PRESIDENT,OTHER,OTHER,8680,72785,20260225,TOTAL
IDAHO,CARIBOU,2016,ID,16029,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2275,3035,20260225,TOTAL
IDAHO,CARIBOU,2016,ID,16029,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,271,3035,20260225,TOTAL
IDAHO,CARIBOU,2016,ID,16029,US PRESIDENT,OTHER,OTHER,489,3035,20260225,TOTAL
IDAHO,CASSIA,2016,ID,16031,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5949,8178,20260225,TOTAL
IDAHO,CASSIA,2016,ID,16031,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1036,8178,20260225,TOTAL
IDAHO,CASSIA,2016,ID,16031,US PRESIDENT,OTHER,OTHER,1193,8178,20260225,TOTAL
IDAHO,CLARK,2016,ID,16033,US PRESIDENT,DONALD TRUMP,REPUBLICAN,203,283,20260225,TOTAL
IDAHO,CLARK,2016,ID,16033,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,44,283,20260225,TOTAL
IDAHO,CLARK,2016,ID,16033,US PRESIDENT,OTHER,OTHER,36,283,20260225,TOTAL
IDAHO,CLEARWATER,2016,ID,16035,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2852,3801,20260225,TOTAL
IDAHO,CLEARWATER,2016,ID,16035,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,704,3801,20260225,TOTAL
IDAHO,CLEARWATER,2016,ID,16035,US PRESIDENT,OTHER,OTHER,245,3801,20260225,TOTAL
IDAHO,CUSTER,2016,ID,16037,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1777,2414,20260225,TOTAL
IDAHO,CUSTER,2016,ID,16037,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,427,2414,20260225,TOTAL
IDAHO,CUSTER,2016,ID,16037,US PRESIDENT,OTHER,OTHER,210,2414,20260225,TOTAL
IDAHO,ELMORE,2016,ID,16039,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5816,8522,20260225,TOTAL
IDAHO,ELMORE,2016,ID,16039,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1814,8522,20260225,TOTAL
IDAHO,ELMORE,2016,ID,16039,US PRESIDENT,OTHER,OTHER,892,8522,20260225,TOTAL
IDAHO,FRANKLIN,2016,ID,16041,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3901,5499,20260225,TOTAL
IDAHO,FRANKLIN,2016,ID,16041,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,385,5499,20260225,TOTAL
IDAHO,FRANKLIN,2016,ID,16041,US PRESIDENT,OTHER,OTHER,1213,5499,20260225,TOTAL
IDAHO,FREMONT,2016,ID,16043,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4090,5715,20260225,TOTAL
IDAHO,FREMONT,2016,ID,16043,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,651,5715,20260225,TOTAL
IDAHO,FREMONT,2016,ID,16043,US PRESIDENT,OTHER,OTHER,974,5715,20260225,TOTAL
IDAHO,GEM,2016,ID,16045,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5980,7954,20260225,TOTAL
IDAHO,GEM,2016,ID,16045,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1229,7954,20260225,TOTAL
IDAHO,GEM,2016,ID,16045,US PRESIDENT,OTHER,OTHER,745,7954,20260225,TOTAL
IDAHO,GOODING,2016,ID,16047,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3743,5191,20260225,TOTAL
IDAHO,GOODING,2016,ID,16047,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,930,5191,20260225,TOTAL
IDAHO,GOODING,2016,ID,16047,US PRESIDENT,OTHER,OTHER,518,5191,20260225,TOTAL
IDAHO,IDAHO,2016,ID,16049,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6441,8233,20260225,TOTAL
IDAHO,IDAHO,2016,ID,16049,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1196,8233,20260225,TOTAL
IDAHO,IDAHO,2016,ID,16049,US PRESIDENT,OTHER,OTHER,596,8233,20260225,TOTAL
IDAHO,JEFFERSON,2016,ID,16051,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8436,11475,20260225,TOTAL
IDAHO,JEFFERSON,2016,ID,16051,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,976,11475,20260225,TOTAL
IDAHO,JEFFERSON,2016,ID,16051,US PRESIDENT,OTHER,OTHER,2063,11475,20260225,TOTAL
IDAHO,JEROME,2016,ID,16053,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4644,6751,20260225,TOTAL
IDAHO,JEROME,2016,ID,16053,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1329,6751,20260225,TOTAL
IDAHO,JEROME,2016,ID,16053,US PRESIDENT,OTHER,OTHER,778,6751,20260225,TOTAL
IDAHO,KOOTENAI,2016,ID,16055,US PRESIDENT,DONALD TRUMP,REPUBLICAN,44449,66310,20260225,TOTAL
IDAHO,KOOTENAI,2016,ID,16055,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16264,66310,20260225,TOTAL
IDAHO,KOOTENAI,2016,ID,16055,US PRESIDENT,OTHER,OTHER,5597,66310,20260225,TOTAL
IDAHO,LATAH,2016,ID,16057,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7265,18173,20260225,TOTAL
IDAHO,LATAH,2016,ID,16057,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8093,18173,20260225,TOTAL
IDAHO,LATAH,2016,ID,16057,US PRESIDENT,OTHER,OTHER,2815,18173,20260225,TOTAL
